# Consumer OID demand matrix -- plan row F3(b).
# Consumer: etherscope-nxg
# Capture window (UTC): 2026-09-06T01:14:11Z .. 2026-09-06T07:06:25Z
# SNMP request datagrams to udp/161: 514504
# ... on a pack VLAN and a mapped pack address: 390198
# ... on a non-pack VLAN (lab infrastructure): 82337
# ... on a pack VLAN but an unmapped address: 10771 across 515 addresses
# ... undecodable as an SNMP request: 0
# Regenerate:
#   NIAC_ROLE_MAP_OUT=roles.tsv go test ./internal/scenario -run TestWritePackDeviceRoles
#   python3 scripts/extract-oid-demand.py --pcap <capture> --roles roles.tsv --out <this file>
pack	role	pdu	oid	requests
retail	layer3-switch	getbulk	.1.3.6.1.2.1.17.7.1.4.2.1.3	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.17.7.1.4.2.1.4	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.17.7.1.4.3.1.1	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.17.7.1.4.3.1.2	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.17.7.1.4.5.1.1	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.2.2.1.2	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.2.2.1.2.12	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.2.2.1.2.3	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.2.2.1.2.6	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.2.2.1.2.9	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.2.2.1.3	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.2.2.1.3.12	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.2.2.1.3.3	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.2.2.1.3.6	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.2.2.1.3.9	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.2.2.1.4	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.2.2.1.4.12	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.2.2.1.4.3	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.2.2.1.4.6	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.2.2.1.4.9	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.2.2.1.5	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.2.2.1.5.12	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.2.2.1.5.3	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.2.2.1.5.6	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.2.2.1.5.9	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.2.2.1.6	64
retail	layer3-switch	getbulk	.1.3.6.1.2.1.2.2.1.6.12	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.2.2.1.6.3	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.2.2.1.6.6	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.2.2.1.6.9	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.2.2.1.8	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.2.2.1.8.12	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.2.2.1.8.3	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.2.2.1.8.6	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.2.2.1.8.9	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.31.1.1.1.1	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.31.1.1.1.15	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.31.1.1.1.18	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.31.1.1.1.2	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.31.1.1.1.9	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.20.1.1	72
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.20.1.1.10.81.250.2	18
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.20.1.1.10.81.250.3	18
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.20.1.1.10.82.250.2	18
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.20.1.1.10.82.250.3	18
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.20.1.2	72
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.20.1.2.10.81.250.2	18
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.20.1.2.10.81.250.3	18
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.20.1.2.10.82.250.2	18
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.20.1.2.10.82.250.3	18
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.20.1.3	72
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.20.1.3.10.81.250.2	18
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.20.1.3.10.81.250.3	18
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.20.1.3.10.82.250.2	18
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.20.1.3.10.82.250.3	18
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.21.1.1	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.21.1.1.10.81.220.0	4
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.21.1.1.10.82.220.0	4
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.21.1.1.203.0.113.72	4
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.21.1.1.203.0.113.80	4
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.21.1.11	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.21.1.11.10.81.220.0	4
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.21.1.11.10.82.220.0	4
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.21.1.11.203.0.113.72	4
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.21.1.11.203.0.113.80	4
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.21.1.2	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.21.1.2.10.81.220.0	4
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.21.1.2.10.82.220.0	4
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.21.1.2.203.0.113.72	4
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.21.1.2.203.0.113.80	4
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.21.1.7	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.21.1.7.10.81.220.0	4
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.21.1.7.10.82.220.0	4
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.21.1.7.203.0.113.72	4
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.21.1.7.203.0.113.80	4
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.21.1.8	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.21.1.8.10.81.220.0	4
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.21.1.8.10.82.220.0	4
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.21.1.8.203.0.113.72	4
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.21.1.8.203.0.113.80	4
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.22.1.2	16
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.22.1.2.12.10.81.250.2	4
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.22.1.2.12.10.81.250.3	4
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.22.1.2.12.10.82.250.2	4
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.22.1.2.12.10.82.250.3	4
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.22.1.2.7.10.81.200.106	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.22.1.2.7.10.81.200.23	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.22.1.2.7.10.82.200.106	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.22.1.2.7.10.82.200.23	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.22.1.2.8.10.81.210.23	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.22.1.2.8.10.82.210.23	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.22.1.2.9.10.81.220.2	4
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.22.1.2.9.10.81.220.3	4
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.22.1.2.9.10.82.220.2	4
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.22.1.2.9.10.82.220.3	4
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.22.1.4	16
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.22.1.4.12.10.81.250.2	4
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.22.1.4.12.10.81.250.3	4
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.22.1.4.12.10.82.250.2	4
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.22.1.4.12.10.82.250.3	4
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.22.1.4.7.10.81.200.106	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.22.1.4.7.10.81.200.23	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.22.1.4.7.10.82.200.106	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.22.1.4.7.10.82.200.23	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.22.1.4.8.10.81.210.23	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.22.1.4.8.10.82.210.23	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.22.1.4.9.10.81.220.2	4
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.22.1.4.9.10.81.220.3	4
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.22.1.4.9.10.82.220.2	4
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.22.1.4.9.10.82.220.3	4
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.24.4.1.1	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.24.4.1.2	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.24.4.1.4	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.24.4.1.5	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.4.24.4.1.6	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.47.1.1.1.1.10	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.47.1.1.1.1.11	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.47.1.1.1.1.12	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.47.1.1.1.1.13	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.47.1.1.1.1.15	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.47.1.1.1.1.5	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.47.1.1.1.1.8	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.47.1.1.1.1.9	8
retail	layer3-switch	getbulk	.1.3.6.1.2.1.68.1.3.1.2	56
retail	layer3-switch	getbulk	.1.3.6.1.2.1.68.1.3.1.5	56
retail	layer3-switch	getbulk	.1.3.6.1.2.1.68.1.3.1.7	56
retail	layer3-switch	getbulk	.1.3.6.1.2.1.68.1.3.1.8	56
retail	layer3-switch	getbulk	.1.3.6.1.2.1.68.1.4.1.2	56
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.10.86.1.1.1.1.6	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.10.86.1.1.1.1.7	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.10.86.1.1.1.1.8	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.10.86.1.1.1.1.9	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.10.86.1.1.2.1.3	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.10.86.1.1.2.1.5	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.10.86.1.1.3.1.3	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.10.86.1.1.3.1.6	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.5.1.4.1.1.10	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.5.1.4.1.1.11	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.5.1.4.1.1.3	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.5.1.9.2.1.3	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.5.1.9.3.1.12	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.5.1.9.3.1.3	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.5.1.9.3.1.7	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.5.1.9.3.1.8	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.106.1.2.1.1.11	56
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.106.1.2.1.1.13	56
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.106.1.2.1.1.14	56
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.106.1.2.1.1.16	56
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.106.1.2.1.1.3	56
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.134.1.1.1	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.134.1.1.2	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.134.1.2.1.1.2	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.134.1.2.1.1.3	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.225.1.4.1.1.1	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.11	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.11.4.4	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.11.6.6	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.3	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.3.4.4	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.3.6.6	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.4	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.4.4.4	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.4.6.6	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.5	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.5.4.4	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.5.6.6	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.6	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.6.4.4	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.6.6.6	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.7	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.7.4.4	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.7.6.6	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.8	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.8.4.4	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.8.6.6	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.9	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.9.4.4	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.9.6.6	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.25.1.1.1.2	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.272.1.1.1.1.1.1	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.387.1.1.1.1.1	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.388.1.2.1.1.2	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.388.1.2.2.1.1	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.388.1.2.2.1.2	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.388.1.3.1.1.2	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.46.1.2.1.1.2	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.46.1.3.1.1.18	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.46.1.3.1.1.2	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.46.1.3.1.1.3	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.46.1.3.1.1.4	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.46.1.6.1.1.11	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.46.1.6.1.1.13	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.46.1.6.1.1.14	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.46.1.6.1.1.23	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.46.1.6.1.1.24	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.46.1.6.1.1.25	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.46.1.6.1.1.3	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.46.1.6.1.1.5	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.46.1.6.1.1.6	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.68.1.2.1.1.3	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.68.1.2.2.1.2	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.68.1.5.1.1.1	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.87.1.4.1.1.37	8
retail	layer3-switch	getbulk	.1.3.6.1.4.1.9.9.98.1.1.1.1.8	8
retail	layer3-switch	getnext	.1.0.8802.1.1.1.1.1	8
retail	layer3-switch	getnext	.1.3.6.1.2.1.1.1	16
retail	layer3-switch	getnext	.1.3.6.1.2.1.1.2	8
retail	layer3-switch	getnext	.1.3.6.1.2.1.10.7.2	8
retail	layer3-switch	getnext	.1.3.6.1.2.1.16.1	8
retail	layer3-switch	getnext	.1.3.6.1.2.1.16.11	8
retail	layer3-switch	getnext	.1.3.6.1.2.1.17.1.4.1.1	8
retail	layer3-switch	getnext	.1.3.6.1.2.1.17.2	8
retail	layer3-switch	getnext	.1.3.6.1.2.1.17.2.15.1.1	8
retail	layer3-switch	getnext	.1.3.6.1.2.1.17.3	8
retail	layer3-switch	getnext	.1.3.6.1.2.1.17.4	8
retail	layer3-switch	getnext	.1.3.6.1.2.1.17.4.3.1.2	8
retail	layer3-switch	getnext	.1.3.6.1.2.1.17.7.1.2.2.1.2	8
retail	layer3-switch	getnext	.1.3.6.1.2.1.2.1	8
retail	layer3-switch	getnext	.1.3.6.1.2.1.25.1.1	8
retail	layer3-switch	getnext	.1.3.6.1.2.1.26.2.1.1	8
retail	layer3-switch	getnext	.1.3.6.1.2.1.31.1.1	8
retail	layer3-switch	getnext	.1.3.6.1.2.1.43	8
retail	layer3-switch	getnext	.1.3.6.1.2.1.47.1.1.1.1.4	8
retail	layer3-switch	getnext	.1.3.6.1.2.1.47.1.3.2.1.2	8
retail	layer3-switch	getnext	.1.3.6.1.4.1.9.5.1.4.1.1.11	8
retail	layer3-switch	getnext	.1.3.6.1.4.1.9.9.156.1	8
retail	layer3-switch	getnext	.1.3.6.1.4.1.9.9.244.1.2.1.1.2	8
retail	layer3-switch	getnext	.1.3.6.1.4.1.9.9.276.1.5.1.1.1	16
retail	layer3-switch	getnext	.1.3.6.1.4.1.9.9.387.1.1.1.1.1	8
retail	layer3-switch	getnext	.1.3.6.1.4.1.9.9.48.1.1.1.2	8
retail	layer3-switch	getnext	.1.3.6.1.4.1.9.9.68.1.2.2.1.2	8
retail	layer3-switch	getnext	.1.3.6.1.4.1.9.9.710	8
retail	printer	get	.1.3.6.1.2.1.1.1.0	49
retail	printer	get	.1.3.6.1.2.1.1.2.0	49
retail	printer	get	.1.3.6.1.2.1.1.3.0	49
retail	printer	get	.1.3.6.1.2.1.1.4.0	49
retail	printer	get	.1.3.6.1.2.1.1.5.0	49
retail	printer	get	.1.3.6.1.2.1.1.6.0	49
retail	printer	get	.1.3.6.1.2.1.17.1.1	16
retail	printer	get	.1.3.6.1.2.1.4.1.0	16
retail	printer	get	.1.3.6.1.2.1.4.21.1.7.0.0.0.0	16
retail	printer	get	.1.3.6.1.2.1.67.1.1.1.1.1	16
retail	printer	get	.1.3.6.1.4.1.14179.1.1.1.10.0	16
retail	printer	get	.1.3.6.1.4.1.14179.1.1.1.14.0	16
retail	printer	get	.1.3.6.1.4.1.14179.1.1.1.18.0	16
retail	printer	get	.1.3.6.1.4.1.14179.1.1.1.3.0	16
retail	printer	get	.1.3.6.1.4.1.14179.1.1.1.4.0	16
retail	printer	get	.1.3.6.1.4.1.14823.2.2.1.2.1.1.0	16
retail	printer	get	.1.3.6.1.4.1.14823.2.2.1.2.1.3.0	16
retail	printer	get	.1.3.6.1.4.1.25053.1.1.2.1.1.1.1.0	16
retail	printer	get	.1.3.6.1.4.1.25053.1.1.2.1.1.1.2.0	16
retail	printer	get	.1.3.6.1.4.1.6876.1.1.0	16
retail	printer	get	.1.3.6.1.4.1.6876.1.2.0	16
retail	printer	get	.1.3.6.1.4.1.6876.1.4.0	16
retail	printer	getbulk	.1.0.8802.1.1.1.1.2.1.1.1	16
retail	printer	getbulk	.1.0.8802.1.1.1.1.2.1.1.6	16
retail	printer	getbulk	.1.0.8802.1.1.2.1.3.7.1.2	16
retail	printer	getbulk	.1.0.8802.1.1.2.1.3.7.1.3	16
retail	printer	getbulk	.1.0.8802.1.1.2.1.3.7.1.4	16
retail	printer	getbulk	.1.0.8802.1.1.2.1.4.1.1.12	16
retail	printer	getbulk	.1.0.8802.1.1.2.1.4.1.1.4	16
retail	printer	getbulk	.1.0.8802.1.1.2.1.4.1.1.5	16
retail	printer	getbulk	.1.0.8802.1.1.2.1.4.1.1.6	16
retail	printer	getbulk	.1.0.8802.1.1.2.1.4.1.1.7	16
retail	printer	getbulk	.1.0.8802.1.1.2.1.4.1.1.8	16
retail	printer	getbulk	.1.0.8802.1.1.2.1.4.1.1.9	16
retail	printer	getbulk	.1.0.8802.1.1.2.1.4.2.1.3	16
retail	printer	getbulk	.1.0.8802.1.1.2.1.5.4795.1.2.2	16
retail	printer	getbulk	.1.0.8802.1.1.2.1.5.4795.1.2.3	16
retail	printer	getbulk	.1.0.8802.1.1.2.1.5.4795.1.2.4	16
retail	printer	getbulk	.1.0.8802.1.1.2.1.5.4795.1.2.5	16
retail	printer	getbulk	.1.0.8802.1.1.2.1.5.4795.1.2.6	16
retail	printer	getbulk	.1.0.8802.1.1.2.1.5.4795.1.2.7	16
retail	printer	getbulk	.1.0.8802.1.1.2.1.5.4795.1.2.8	16
retail	printer	getbulk	.1.0.8802.1.1.2.1.5.4795.1.3.1.1.3	16
retail	printer	getbulk	.1.0.8802.1.1.2.1.5.4795.1.3.3.1.1	16
retail	printer	getbulk	.1.0.8802.1.1.2.1.5.4795.1.3.3.1.2	16
retail	printer	getbulk	.1.0.8802.1.1.2.1.5.4795.1.3.3.1.3	16
retail	printer	getbulk	.1.0.8802.1.1.2.1.5.4795.1.3.3.1.4	16
retail	printer	getbulk	.1.0.8802.1.1.2.1.5.4795.1.3.3.1.5	16
retail	printer	getbulk	.1.0.8802.1.1.2.1.5.4795.1.3.3.1.6	16
retail	printer	getbulk	.1.0.8802.1.1.2.1.5.4795.1.3.3.1.7	16
retail	printer	getbulk	.1.2.840.10006.300.43.1.2.1.1.13	16
retail	printer	getbulk	.1.2.840.10036.1.1.1.11	16
retail	printer	getbulk	.1.3.6.1.2.1.10.7.2.1.13	16
retail	printer	getbulk	.1.3.6.1.2.1.10.7.2.1.19	16
retail	printer	getbulk	.1.3.6.1.2.1.17.1.4.1.2	16
retail	printer	getbulk	.1.3.6.1.2.1.2.2.1.2	16
retail	printer	getbulk	.1.3.6.1.2.1.2.2.1.3	16
retail	printer	getbulk	.1.3.6.1.2.1.2.2.1.4	16
retail	printer	getbulk	.1.3.6.1.2.1.2.2.1.5	16
retail	printer	getbulk	.1.3.6.1.2.1.2.2.1.6	32
retail	printer	getbulk	.1.3.6.1.2.1.2.2.1.8	16
retail	printer	getbulk	.1.3.6.1.2.1.31.1.1.1.1	16
retail	printer	getbulk	.1.3.6.1.2.1.31.1.1.1.15	16
retail	printer	getbulk	.1.3.6.1.2.1.31.1.1.1.18	16
retail	printer	getbulk	.1.3.6.1.2.1.31.1.1.1.2	16
retail	printer	getbulk	.1.3.6.1.2.1.31.1.1.1.9	16
retail	printer	getbulk	.1.3.6.1.2.1.4.20.1.1	32
retail	printer	getbulk	.1.3.6.1.2.1.4.20.1.2	32
retail	printer	getbulk	.1.3.6.1.2.1.4.20.1.3	32
retail	printer	getbulk	.1.3.6.1.2.1.47.1.1.1.1.10	16
retail	printer	getbulk	.1.3.6.1.2.1.47.1.1.1.1.11	16
retail	printer	getbulk	.1.3.6.1.2.1.47.1.1.1.1.12	16
retail	printer	getbulk	.1.3.6.1.2.1.47.1.1.1.1.13	16
retail	printer	getbulk	.1.3.6.1.2.1.47.1.1.1.1.15	16
retail	printer	getbulk	.1.3.6.1.2.1.47.1.1.1.1.5	16
retail	printer	getbulk	.1.3.6.1.2.1.47.1.1.1.1.8	16
retail	printer	getbulk	.1.3.6.1.2.1.47.1.1.1.1.9	16
retail	printer	getbulk	.1.3.6.1.2.1.68.1.3.1.2	16
retail	printer	getbulk	.1.3.6.1.2.1.68.1.3.1.5	16
retail	printer	getbulk	.1.3.6.1.2.1.68.1.3.1.7	16
retail	printer	getbulk	.1.3.6.1.2.1.68.1.3.1.8	16
retail	printer	getbulk	.1.3.6.1.2.1.68.1.4.1.2	16
retail	printer	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.11	16
retail	printer	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.3	16
retail	printer	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.4	16
retail	printer	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.5	16
retail	printer	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.6	16
retail	printer	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.7	16
retail	printer	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.8	16
retail	printer	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.9	16
retail	printer	getbulk	.1.3.6.1.4.1.9.9.272.1.1.1.1.1.1	16
retail	printer	getnext	.1.0.8802.1.1.1.1.1	16
retail	printer	getnext	.1.3.6.1.2.1.1.1	16
retail	printer	getnext	.1.3.6.1.2.1.1.2	16
retail	printer	getnext	.1.3.6.1.2.1.10.7.2	16
retail	printer	getnext	.1.3.6.1.2.1.16.1	16
